name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Caterpillar,Steel,Sit Down,,,,0,Pinfari,Karolinelund,operating
Caterpillar,na,Sit Down,,,,,D.P.V. Rides,Brean Leisure Park,operating
Caterpillar,na,Sit Down,,,,,SBF,Hemsby Fun Park,operating
Caterpillar,na,Sit Down,,,,,na,Billing Aquadrome,closed definitely
Caterpillar,na,Sit Down,,,,,na,Flamingo Park,operating
Caterpillar,na,Sit Down,,,,,na,Sherwood Fun Park,closed definitely
Caterpillar,na,Sit Down,,,,,na,Southport Pleasureland,operating
Caterpiller,Steel,Sit Down,,,,,na,Animal Farm Adventure Park,operating
Catwoman's Whip,Steel,Sit Down,36,8,360,0,Zierer,Six Flags New England,operating
Cedar Creek Mine Ride,Hybrid,Sit Down,50,15,774,0,Arrow,Cedar Point,operating
Chang,Steel,Stand Up,102,47,1267,5,B&M,Kentucky Kingdom,closed definitely
Chattanooga Choo Choo,Steel,Sit Down,,,,0,Mack,Foire,operating
Cheetah,Steel,Sit Down,84,28,817,0,CCI,Wild Adventures,operating
Chenille (la),Steel,Sit Down,,5,,0,Pinfari,Koaland,operating
Chenille Fantastique,Steel,Sit Down,50,,,0,Soquet,Le Pal,closed definitely
Chenille Fantastique,Steel,Sit Down,50,,,0,Soquet,Parc Fenestre,operating
Chenille,Steel,Sit Down,,,,0,DAL,Magic Park Land,operating
Chenille,Steel,Sit Down,,,,0,Pinfari,Papea Parc,operating
Chenille,Steel,Sit Down,,,,0,Soquet,Fami P.A.R.C,closed definitely
Chenille,Steel,Sit Down,,,,0,Soquet,Jardin d'Acclimatation,closed definitely
Chenille,na,Sit Down,,,,,na,Crazy Park,operating
Chenille,na,Sit Down,,,,,na,Flamingo Park,closed definitely
Chicago Loop,Steel,Sit Down,,,,0,Larson International Inc,Foire,operating
Child Coaster,Steel,Sit Down,,,,0,Ikeda Works,Misaki Park,operating
Children Coaster,Steel,Sit Down,32,6,200,0,Zierer,Nagashima Spa Land,operating
Children Coaster,na,Sit Down,20,,200,,Beijing Jiuhua,Quancheng Euro Park,operating
Children's Spiral Coaster,na,Sit Down,,,,,Beijing Shibaolai,Dam Sen Park,operating
China Dragon,Steel,Sit Down,,,,0,Wisdom Rides,Foire,operating
Choco Express,Steel,Sit Down,,,,0,SBF,Rainbow's End,operating
Choconoy,Steel,Sit Down,36,8,360,0,Zierer,Xetulul,operating
Chupy Coaster,na,na,,,,0,na,Brazilian Park Washuzan Highland,operating
Ciclón,na,Sit Down,,,,,na,PPS Park Platja d'Aro,operating
Cilgin Kopekbaligi,Steel,Sit Down,,,,0,SBF,Cevahir Mall,operating
Circus Balancé,Steel,Sit Down,,,,0,Intamin,Efteling,rumored
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Blackpool Pleasure Beach,closed definitely
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Foire,operating
Circus Clown,Steel,Sit Down,,,,0,Pinfari,Southport Pleasureland,closed definitely
Circus Coaster,Steel,Sit Down,,,,0,SBF,Energylandia,operating
Circus Coaster,Steel,Sit Down,,,,0,Zamperla,Luna Park,operating
Cirkusexpressen,Steel,Sit Down,32,6,199,0,Zierer,Liseberg,closed definitely
City Coaster,Steel,Sit Down,,11,365,1,Pinfari,Beijing Carnival,closed definitely
City Jet,Steel,Sit Down,,,,0,SBF,Parc Avenue,closed definitely
Cliff Hanger,Steel,Sit Down,,,,0,na,Ghost Town Village,unknown
Cliffhanger,Steel,Sit Down,40,12,230,0,I.E. Park,Blackgang Chine,operating
Clipper,Steel,Sit Down,32,10,303,0,Togo,Space World,closed definitely
Clone Zone,Steel,Suspended,,,,0,Caripro,The Milky Way Adventure Park,operating
Clouds of Fairyland,Steel,Sit Down,105,45,150,2,Maurer,World Joyland,operating
Clown Coaster,Steel,Sit Down,,,,0,Pinfari,Oakwood,operating
Clown Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,operating
Coast Rider,Steel,Sit Down,,16,410,0,Mack,Knott's Berry Farm,operating
Coastal Ant,Steel,Sit Down,,,,0,Golden Horse,Happy Valley Shanghai,operating
Coaster Express,Wooden,Sit Down,90,36,1394,0,RCCA,Parque Warner Madrid,operating
Coaster Through the Clouds,na,Sit Down,136,74,1556,,Intamin,Nanchang Wanda Park,operating
Coaster,Wooden,Sit Down,75,20,865,0,na,Playland,operating
Coastersaurus,Steel,Sit Down,33,6,150,0,Gerstlauer,Legoland California,operating
Coastersaurus,Steel,Sit Down,52,12,416,0,Martin & Vleminckx,Legoland Florida,operating
Cobra des Amun Ra,na,Sit Down,,15,350,,Gerstlauer,Belantis,operating
Cobra's Curse,Steel,Spinning,65,21,640,0,Mack,Busch Gardens Tampa,operating
Cobra,Steel,Inverted,65,21,400,3,Sartori,Tivoli Friheden,operating
Cobra,Steel,Sit Down,,,,0,Pinfari,Magic World,operating
Cobra,Steel,Sit Down,,,,0,Wisdom Rides,Foire,operating
Cobra,Steel,Sit Down,,,,0,na,Foire,operating
Cobra,Steel,Sit Down,,,,0,na,Foire,operating
Cobra,Steel,Sit Down,,47,150,1,Pax,Admiral Vrungel,operating
Cobra,Steel,Sit Down,,47,150,1,Pax,VVC Wheel Park,operating
Cobra,Steel,Sit Down,,6,,0,Wisdom Rides,Oasis Lanes & Amusement Center,operating
Cobra,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Discovery Kingdom,operating
Cobra,Steel,Sit Down,50,17,450,0,Gerstlauer,Paultons Park,operating
Cobra,Steel,Sit Down,76,36,285,3,Vekoma,PowerPark,operating
Cobra,Steel,Sit Down,76,36,285,3,Vekoma,Walibi Belgium,operating
Cobra,Steel,Sit Down,85,42,215,1,Pax,Conny-Land,operating
Cobra,Steel,Stand Up,77,26,785,1,Intamin,La Ronde,closed definitely
Cobralino,Steel,Sit Down,23,,,0,Gerstlauer,Conny-Land,operating
Coccinelle,Steel,Sit Down,26,3,60,0,Zierer,Walibi Belgium,closed temporarily
Coccinelle,Steel,Sit Down,36,8,360,0,Zierer,Walibi Rhône Alpes,operating
Coco Beach,na,Sit Down,0,0,0,0,S.D.C.,Foire,announced
Cocoa Cruiser,Steel,Sit Down,,,,0,Zamperla,Hersheypark,operating
Coleoz'Arbres,Steel,Sit Down,60,,540,0,Schwarzkopf,Bagatelle,closed definitely
Colorado Adventure,Steel,Sit Down,50,26,1280,0,Vekoma,Phantasialand,operating
Colossos,Wooden,Sit Down,110,51,1500,0,Intamin,Heide Park,operating
Colossu's Loop,Steel,Sit Down,,,,0,na,Nicolândia Center Park,operating
Colossus the Fire Dragon,Steel,Sit Down,89,26,869,2,Schwarzkopf,Lagoon,operating
Colossus,Steel,Sit Down,72,30,850,10,Intamin,Thorpe Park,operating
Colossus,Wooden,Sit Down,100,38,1318,0,International Amusement Devices,Six Flags Magic Mountain,retracked
Columbia Double Loop Coaster,na,Sit Down,85,32,888,2,Senyo Kogyo,Seoul Land,operating
Column Spin Block,na,Spinning,,,,,Golden Horse,Great Xingdong Tourist World,operating
Comet Coaster,Steel,Sit Down,,,,0,Zamperla,Magic Galaxy,operating
Comet Express,Steel,Sit Down,,,,0,Intamin,Lotte World,operating
Comet,Steel,Sit Down,,,,0,Wisdom Rides,Planet Fun,closed definitely
Comet,Steel,Sit Down,,,,0,Wisdom Rides,Sir Gooney's Family Fun Center,operating
Comet,Steel,Sit Down,64,24,,3,Vekoma,Walygator Parc,operating
Comet,Steel,Sit Down,81,26,1024,0,Philadelphia Toboggan Coaster,Hersheypark,operating
Comet,Steel,Sit Down,89,29,1279,0,Philadelphia Toboggan Coaster,Crystal Beach,closed definitely
Comet,Wooden,Sit Down,40,11,396,0,Philadelphia Toboggan Coaster,Waldameer,operating
Comet,Wooden,Sit Down,89,29,1279,0,Philadelphia Toboggan Coaster,Great Escape,operating
Compact Coaster,Steel,Sit Down,50,13,288,0,L&T Systems,Vinpearl Land Nha Trang,operating
Cool & Fresh,Steel,Sit Down,,,,1,SBF,Foire,operating
Coolie,Steel,Sit Down,26,3,,0,Pinfari,Foire,operating
Cop Car Chase (1),Steel,Sit Down,60,16,620,2,Intamin,Movie Park Germany,closed definitely
Cop Car Chase (2),Steel,Sit Down,,,610,2,Intamin,Movie Park Germany,closed definitely
Copperhead Strike,Steel,Sit Down,80,25,992,5,Mack,Carowinds,operating
Cork Screw,na,na,,21,366,2,Arrow,Benyland,operating
Corkscrew Coaster,Steel,Sit Down,,27,,3,Arrow,Rainbow's End,operating
Corkscrew,Steel,Sit Down,,,,0,Arrow,Salitre Magico,operating
Corkscrew,Steel,Sit Down,63,21,383,2,Arrow,Toshimaen,operating
Corkscrew,Steel,Sit Down,64,23,725,2,Vekoma,Flamingo Land Theme Park and Zoo,closed definitely
Corkscrew,Steel,Sit Down,64,23,732,2,Vekoma,Alton Towers,closed definitely
Corkscrew,Steel,Sit Down,64,23,732,2,Vekoma,Playland,operating
Corkscrew,Steel,Sit Down,70,21,377,2,Arrow,Nagashima Spa Land,operating
Corkscrew,Steel,Sit Down,70,23,615,3,Arrow,Cedar Point,operating
Corkscrew,Steel,Sit Down,72,21,381,2,Arrow,Michigan's Adventure,operating
Corkscrew,Steel,Sit Down,74,21,381,2,Arrow,Silverwood Theme Park,operating
Corkscrew,na,Sit Down,,,,2,Arrow,Rusutsu Resort,operating
Corkscrew,na,Sit Down,64,22,731,2,Vekoma,Genting Theme Park,closed definitely
Corkscrew,na,Sit Down,81,26,595,3,Arrow,Valleyfair,operating
Cornball Express,Wooden,Sit Down,72,17,640,0,CCI,Indiana Beach,operating
Correcaminos Bip Bip,Steel,Sit Down,60,16,480,0,Mack,Parque Warner Madrid,operating
Corsaire,Steel,Sit Down,40,10,300,0,Soquet,Cobac Parc,operating
Cosmic Coaster,Steel,Sit Down,26,3,135,0,Preston & Barbieri,Worlds of Fun,operating
Cosmic Coaster,na,Sit Down,,,65,,Zamperla,Valleyfair,operating
Cosmic Typhoon,Steel,Sit Down,,11,366,0,D.P.V. Rides,The Milky Way Adventure Park,operating
Counter Culture Caterpillar,na,Sit Down,,,,,na,Dreamland,closed definitely
Course de Bobsleigh,Steel,Sit Down,65,15,450,0,Schwarzkopf,Nigloland,relocated
Crazy Bats,Steel,Sit Down,50,8,1280,0,Vekoma,Phantasialand,operating
Crazy Bird,na,Sit Down,,30,390,2,S&S,Happy Valley Tianjin,operating
Crazy Car,Wooden,Sit Down,70,15,316,2,Maurer,Happy Valley Wuhan,operating
Crazy Caterpillar,na,Sit Down,,,,,na,Bayside Fun Park,operating
Crazy Caterpillar,na,Sit Down,,,,,na,Tir Prince Family Funfair,operating
Crazy Chase,Steel,Sit Down,,,,0,na,Southport Pleasureland,unknown
Crazy Clown,Steel,Sit Down,,,,0,na,Foire,operating
Crazy Coaster,Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Coaster,Steel,Sit Down,,,,0,na,Foire,operating
Crazy Coaster,Steel,Sit Down,,,420,0,Zamperla,Foire,operating
Crazy Coaster,Steel,Sit Down,47,,,0,Reverchon,Foire,operating
Crazy Coaster,Steel,Sit Down,85,33,875,10,Intamin,Loca Joy Holiday Theme Park,operating
Crazy Coaster,Steel,Spinning,,15,,0,Fabbri,Jacquou Parc,operating
Crazy Coaster,na,Spinning,,,,,Reverchon,South Pier,operating
Crazy Coaster,na,Spinning,30,7,113,0,SBF,Adventure Park Geelong,operating
Crazy Cobra,Steel,Sit Down,96,24,824,4,Premier Rides,Discoveryland,operating
Crazy Croc,Steel,Sit Down,,,,0,Wisdom Rides,Loudoun Castle,closed definitely
Crazy Elves,Steel,Spinning,,,,0,Zamperla,Happy Valley Shanghai,operating
Crazy Jars,Steel,Spinning,,,,0,Golden Horse,Hefei Wanda Theme Park,operating
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Flamingo Land Theme Park and Zoo,closed definitely
Crazy Loop,Steel,Sit Down,,,,1,Pinfari,Pleasure Island,closed definitely
Crazy Loop,na,Sit Down,,11,365,0,Pinfari,Brean Leisure Park,operating
Crazy Mine,Steel,Sit Down,45,15,370,0,Maurer,Hansa Park,operating
Crazy Mining Cart,na,Sit Down,45,,750,,Golden Horse,Lewa Adventure,operating
Crazy Mouse (Degousse),Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Mouse,Steel,Sit Down,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Mouse,Steel,Sit Down,,,,0,Reverchon,Foire,operating
Crazy Mouse,Steel,Sit Down,,,,0,na,Zheshan Park,operating
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Hirakata Park,operating
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Magic World,closed temporarily
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Steel Pier,operating
Crazy Mouse,Steel,Sit Down,50,13,376,1,Togo,Tobu Zoo Park,closed definitely
Crazy Mouse,Steel,Sit Down,50,13,420,0,Reverchon,Foire,operating
Crazy Mouse,na,Sit Down,,,,,L&T Systems,Gulliver's Milton Keynes,operating
Crazy Mouse,na,Sit Down,,,,,Zamperla,Fantasy Island New York,operating
Crazy Mouse,na,Sit Down,45,,400,,na,Seoul Land,operating
Crazy Mouse,na,Sit Down,47,11,316,,Zamperla,OWA,operating
Crazy Mouse,na,Spinning,,,,,Reverchon,Coney Beach Pleasure Park,operating
Crazy Mouse,na,Spinning,,,,,Reverchon,South Pier,closed definitely
Crazy Skateboard,na,Spinning,,14,288,,Golden Horse,Sun Park,operating
Crazy Skaters,na,Sit Down,,,,,Beijing Jiuhua,Shengming Universal City,operating
Crazy Snow Board,na,Spinning,,,,,Beijing Jiuhua,Quancheng Euro Park,operating
Crazy Train,Steel,Sit Down,,,,0,na,Foire,operating
Crazy Train,Steel,Sit Down,40,902,233,0,Pinfari,Codona's Amusement Park,operating
Crazy Train,na,Sit Down,,9,233,,Pinfari,Gulliver's World Warrington,operating
Crazy mouse,Steel,Sit Down,46,13,420,0,Reverchon,Brighton pier,operating
Creep Caterpillar,na,Sit Down,,,,,na,Nanchang Wanda Park,operating
Creepy Crawler,na,Sit Down,45,11,325,0,Pinfari,Oakwood,operating
Crocodile Coaster,na,Sit Down,,,,0,na,Oakwood,operating
Crossbow,Steel,Sit Down,64,17,384,0,Zierer,Bowcraft Playland,operating
Crush's Coaster,Steel,Spinning,61,16,424,0,Maurer,Walt Disney Studios,operating
Crystal Wings,Steel,Flying,82,32,,2,B&M,Happy Valley Beijing,operating
Cumbres,Steel,Sit Down,,3,,0,Miler Coaster,Parque de Atracciones de Madrid,closed definitely
Cyber Space,Steel,Sit Down,,,,0,Barbisan,Grove Land,closed definitely
Cyber Space,Steel,Sit Down,,,,0,na,Foire,unknown
Cyberspace,Steel,Spinning,,,,0,Maurer,Foire,closed definitely
Cyclon Coaster,Steel,Sit Down,,10,335,0,SBF,Didiland,closed definitely
Cyclon Coaster,na,Sit Down,,,,,SBF,Farouk Land Annaba Parc,operating
Cyclon,Steel,Sit Down,,,,0,Pinfari,Ilyicha Park,operating
Cyclone,Steel,Sit Down,,,,0,Carl Miler,Wonderland Amusement Park,operating
Cyclone,Steel,Sit Down,,,,0,Pinfari,Blackpool Pleasure Beach,closed definitely
Cyclone,Steel,Sit Down,,,,0,SBF,Barry Island Pleasure Park,operating
Cyclone,Steel,Sit Down,,,,0,na,Grove Land,closed definitely
Cyclone,Steel,Sit Down,46,,,0,Pinfari,Genting Theme Park,closed definitely
Cyclone,Steel,Sit Down,65,18,822,0,Togo,Toshimaen,operating
Cyclone,Steel,Sit Down,68,18,762,0,Charles Paige,Southport Pleasureland,closed definitely
Cyclone,Wooden,Sit Down,,25,855,0,na,Lakeside,operating
Cyclone,Wooden,Sit Down,,29,914,0,Harry G Traver,Crystal Beach,closed definitely
Cyclone,Wooden,Sit Down,72,32,1100,0,William J. Cobb,Six Flags New England,retracked
Cyclone,Wooden,Sit Down,97,26,869,0,na,Luna Park,operating
Cyclops,Steel,Sit Down,93,21,579,0,CCI,Mt. Olympus Water & Theme Park,operating
Cú Chulainn,Wooden,Sit Down,90,32,1094,0,Gravity Group,Tayto Park,operating
DC Rivals HyperCoaster,Steel,Sit Down,115,62,1400,,Mack,Warner Bros. Movie World,operating
Dahlonega Mine Train,Steel,Sit Down,47,11,708,0,Arrow,Six Flags Over Georgia,operating
Daidarasaurus,Steel,Sit Down,73,29,2340,0,Sansei Yusoki,Expoland,closed definitely
Dangai,Steel,Stand Up,80,30,800,1,Togo,Thrill Valley,closed definitely
Dania Beach Hurricane,Steel,Sit Down,81,31,975,0,Coaster Works,Boomers!,operating
Dare Devil Dive,Steel,Sit Down,84,29,640,3,Gerstlauer,Six Flags Over Georgia,operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great Adventure,operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Great America,operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags Mexico,operating
Dark Knight,Steel,Sit Down,,,370,0,Mack,Six Flags New England,closed definitely
Dark Ride,Steel,Sit Down,45,15,405,0,Vekoma,E-DA Theme Park,operating
Dark Ride,na,Sit Down,,,,,Vekoma,Dream Park,operating
Dark Ride,na,Sit Down,,15,319,,na,Mundo Aventura,operating
Dauling Dragon (Blue),Wooden,Sit Down,87,32,1125,0,Gravity Group,Happy Valley Wuhan,operating
Dauling Dragon (Red),Wooden,Sit Down,87,32,1113,,Gravity Group,Happy Valley Wuhan,operating
Dawson Duel (Left),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,operating
Dawson Duel (Right),na,Alpine,40,25,490,0,Wiegand,Bellewaerde,operating
Deep Space,na,Sit Down,72,16,480,2,Premier Rides,Adlabs Imagica,operating
Delfinexpressen,Steel,Sit Down,46,13,335,0,Vekoma,Kolmården,operating
Demon,Steel,Sit Down,,,,1,Arrow,Kings Island,closed definitely
Demon,Steel,Sit Down,76,36,285,3,Vekoma,Wonderland Sydney,closed definitely
Demon,Steel,Sit Down,81,31,649,4,Arrow,California's Great America,operating
Demon,Steel,Sit Down,81,31,649,4,Arrow,Six Flags Great America,operating
Der Schwur des Kärnan,Steel,Sit Down,127,73,1235,1,Gerstlauer,Hansa Park,operating
Der Zug des Manitu,Steel,Sit Down,,,,0,CAM Baby Kart,Wiener Prater,operating
Desafío,Steel,Inverted,80,33,689,5,Vekoma,Parque de la Costa,operating
Desert Race,Steel,Sit Down,100,19,650,0,Intamin,Heide Park,operating
Desert Twister,na,Suspended,,,453,,Vekoma,Vinpearl Land Hội An,operating
Desmo Race (Left),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,operating
Desmo Race (Right),Steel,Sit Down,60,22,525,0,Maurer,Mirabilandia,operating
Desperado,Steel,Sit Down,129,64,1781,0,Arrow,Buffalo Bill's Resort & Casino,operating
Devil's Den,Wooden,na,,,,0,na,Conneaut Lake Park,operating
Devil's Mine,Steel,Sit Down,,20,410,0,Vekoma,Fort Fun Abenteuerland,operating
Devin Kileri,na,Sit Down,65,22,535,0,Zierer,Wonderland Eurasia,operating
Diabolik,Steel,Inverted,80,40,310,3,Vekoma,Movieland Park,operating
Diamond Back,Steel,Sit Down,72,17,194,1,Arrow,Frontier City,operating
Diamond Mine Run,Steel,Sit Down,,,,0,Miler Coaster,Magic Springs & Crystal Falls,operating
Diamond Python,na,Sit Down,38,12,335,0,Pinfari,Merimbula's Magic Mountain,operating
Diamondback,Steel,Sit Down,129,70,1610,0,B&M,Kings Island,operating
Diavlo,Steel,Inverted,78,33,794,5,B&M,Himeji Central Park,operating
Die Schlange von Midgard,Steel,Sit Down,45,10,200,0,Gerstlauer,Hansa Park,operating
Die Vliegende Hollander,Steel,Water Coaster,,23,420,0,Kumbak,Efteling,operating
Die Wilden 50er,Steel,Sit Down,,,,0,Schwarzkopf,Foire,operating
Die! Wilde Maus,Steel,Sit Down,23,5,165,0,S&MC,Serengeti Park,operating
Diggy & Daggy's Tram Coaster,Steel,Sit Down,,,,0,Hoei Sangyo,Tobu Zoo Park,operating
Dino Chase,na,Sit Down,,,,,Zierer,Paultons Park,operating
Dino Coaster,na,Spinning,,,,,SBF,T-Rex Park Campinas,operating
Dino Roller,Steel,Sit Down,29,6,150,0,Cavazza Diego,Flamingo Land Theme Park and Zoo,operating
Dino Tracker,na,Sit Down,,,,,na,Mikie Holiday Funland,operating
Dino,na,Sit Down,,,,,Abc rides,Dunas,operating
Dinoconda,Steel,4th Dimension,129,76,,0,S&S,China Dinosaurs Park,operating
Dinosaur Mountain,Steel,Motorbike,48,25,620,0,Zamperla,China Dinosaurs Park,operating
Dinosaur's Spine,na,Inverted,80,38,,4,Golden Horse,Lewa Adventure,operating
Disaster Transport,Steel,Bobsleigh,64,19,589,0,Intamin,Cedar Point,closed definitely
Dive Coaster,Steel,Floorless,112,60,,0,B&M,Chimelong Paradise,operating
Dive to Atlantis,Steel,Water Coaster,,,,0,E&F Miler Industries,Mt. Olympus Water & Theme Park,closed definitely
Divertical,Steel,Water Coaster,110,50,,0,Intamin,Mirabilandia,operating
Diving Coaster,Steel,Floorless,,65,970,1,B&M,Happy Valley Shanghai,operating
Diving Coaster: Vanish,Steel,Sit Down,,35,744,0,Senyo Kogyo,Yokohama Cosmoworld,operating
Diving Machine G5,Steel,Sit Down,110,55,381,0,B&M,Janfusun Fancyworld,operating
Diving Machine Jr.,Steel,Sit Down,,,217,0,Zamperla,Janfusun Fancyworld,operating
Dizzy Mouse,Steel,Spinning,47,13,420,0,Reverchon,Wiener Prater,operating
Do-Dodonpa,Steel,Sit Down,172,52,1189,0,S&S,Fuji-Q Highland,operating
Doble Loop,na,Sit Down,17,18,860,2,Soquet,Salitre Magico,operating
Doggy Dog,na,Sit Down,,,,,SBF,Old MacDonald's Farm,operating
Dolphin Coaster,na,na,,,,0,Senyo Kogyo,Adventure World,closed temporarily
Dolphin,na,na,,,,0,Senyo Kogyo,Misaki Park,closed definitely
Dominator,Steel,Floorless,105,48,1283,5,B&M,Geauga Lake,closed definitely
Dominator,Steel,Floorless,105,48,1283,5,B&M,Kings Dominion,operating
Donderstenen,Steel,Sit Down,39,9,222,0,Zierer,Avonturenpark Hellendoorn,operating
Doo Wopper,Steel,Sit Down,,11,270,0,Zamperla,Morey's Piers,operating
Doppel Looping,Steel,Sit Down,84,28,671,2,Schwarzkopf,Foire,operating
Double Loop,Steel,Sit Down,58,29,549,2,Arrow,Geauga Lake,closed definitely
Double Loop,Steel,Sit Down,80,29,720,2,Schwarzkopf,Kobe Portopialand,closed definitely
Draak,Steel,Sit Down,36,14,450,0,Mack,Plopsaland,operating
Drachen Fire,Steel,Sit Down,97,46,1082,5,Arrow,Busch Gardens Williamsburg,closed definitely
Drachenjagd,Steel,Sit Down,33,6,150,0,Gerstlauer,Legoland Deutschland,operating
Drachenritt,Steel,Sit Down,70,18,500,0,Gerstlauer,Belantis,operating
Drachenwirbel,Steel,Spinning,30,7,113,,SBF,Freizeitpark Plohn,operating
Dragao,na,Sit Down,,,,,Zamperla,Walter World,operating
DrageKongen,Steel,Inverted,85,30,825,0,Intamin,Djurs Sommerland,operating
Dragen,Steel,Sit Down,,,,0,Mack,Legoland Billund,operating
Dragen,Steel,Sit Down,,,,0,Pinfari,Tivoli Friheden,operating
Dragon (Coppier),Steel,Sit Down,,,,0,Pinfari,Foire,operating
Dragon (le),Steel,Sit Down,45,10,250,0,Pinfari,Foire,operating
Dragon 2 Loop Coaster,Steel,Sit Down,,,,0,Zamperla,Gyeongju World,operating
Dragon Challenge,Steel,Sit Down,,,,0,Pinfari,Barry Island Pleasure Park,operating
Dragon Challenge: Chinese Fireball,Steel,Inverted,97,38,975,5,B&M,Universal Studios Islands of Adventure,closed definitely
Dragon Challenge: Hungarian Horntail,Steel,Inverted,89,38,975,5,B&M,Universal Studios Islands of Adventure,closed definitely
Dragon Coaster,Steel,Sit Down,,,,0,Wisdom Rides,Las Vegas Mini Grand Prix,operating
Dragon Coaster,Steel,Sit Down,,,,0,Zamperla,Dorney Park,closed definitely
Dragon Coaster,Steel,Sit Down,,,,0,Zamperla,Everland,operating
Dragon Coaster,Steel,Sit Down,,,,0,Zamperla,Family Fun Park,operating
Dragon Coaster,Steel,Sit Down,,,,0,na,Dinopark,operating
Dragon Coaster,Steel,Sit Down,,,-1,0,Wisdom Rides,Clementon Park,announced
Dragon Coaster,na,Sit Down,,,,,na,Fun City,operating
Dragon Coaster,na,Sit Down,,4,80,0,Zamperla,Krisna Funtastic Land,operating
